AREA_ID,AREA_NAME,DISTRICT_ID,DISTRICT_NAME,LOCALE_KEY,LOCALE_NAME,FACILITY_TYPE,ADDRESS,CITY,STATE,ZIP_CODE,PLUS4_CODE,FAC_FACILITY_SUBTYPE,LOC_TYPE,Status,Comments,EditDate,DISTRICTID,STFIPS,STATE_ABBR,CDFIPS,NAME,LAST_NAME,PARTY,x,y
4B,NORTHEAST (B),020,GREATER BOSTON,001818,MEDFORD PHANTOM,NON_FAC,20 FOREST ST,MEDFORD,MA,02155,9998,PHANTOM_S,P,OPEN,,"9/8/2017, 9:57 PM",2505,25,MA,05,Katherine M. Clark,Clark,Democrat,-7915874.1098,5223971.781199999
4B,NORTHEAST (B),020,GREATER BOSTON,001820,STONEHAM PHANTOM,NON_FAC,345 MAIN ST,STONEHAM,MA,02180,9998,PHANTOM_S,P,OPEN,,"9/8/2017, 9:57 PM",2505,25,MA,05,Katherine M. Clark,Clark,Democrat,-7914885.0361,5233235.726899996
4B,NORTHEAST (B),020,GREATER BOSTON,V21484,BEVERLY,POST_OFF,151 RANTOUL ST,BEVERLY,MA,01915,9998,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7890765.4421,5243299.146300003
4B,NORTHEAST (B),020,GREATER BOSTON,V21489,BILLERICA,POST_OFF,460 BOSTON RD,BILLERICA,MA,01821,9998,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7933481.625,5244907.454800002
4B,NORTHEAST (B),020,GREATER BOSTON,V21569,BURLINGTON,POST_OFF,5 BEDFORD ST,BURLINGTON,MA,01803,9998,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7925265.133400001,5236811.877700001
4B,NORTHEAST (B),020,GREATER BOSTON,V21726,EAST LYNN,POST_OFF,245 MAPLE ST,LYNN,MA,01904,9998,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7898147.8167,5232889.627099998
4B,NORTHEAST (B),020,GREATER BOSTON,V28215,CUMMINGS CENTER,POST_OFF,100 CUMMINGS CTR STE 108F,BEVERLY,MA,01915,9993,FIN_S,S,OPEN,,"3/15/2018, 10:00 AM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7891000.8828,5244953.6998
4B,NORTHEAST (B),020,GREATER BOSTON,V21847,GREENWOOD,POST_OFF,1179 MAIN ST STE 1,WAKEFIELD,MA,01880,9991,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7910639.533399999,5232649.342
4B,NORTHEAST (B),020,GREATER BOSTON,V22016,MARBLEHEAD,POST_OFF,27 SMITH ST,MARBLEHEAD,MA,01945,9998,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7888796.756899999,5235118.140000001
4B,NORTHEAST (B),020,GREATER BOSTON,V21999,LYNN,POST_OFF,51 WILLOW ST,LYNN,MA,01901,9998,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7897686.7314,5230885.275200002
4B,NORTHEAST (B),020,GREATER BOSTON,V22000,LYNNFIELD,POST_OFF,38 SUMMER ST,LYNNFIELD,MA,01940,9998,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7908955.0469,5242085.125399999
4B,NORTHEAST (B),020,GREATER BOSTON,V22298,PEABODY,POST_OFF,4 ESSEX CENTER DR,PEABODY,MA,01960,9998,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7898020.6899,5241895.9727
4B,NORTHEAST (B),020,GREATER BOSTON,V22310,PINEHURST,POST_OFF,880 BOSTON RD STE I,PINEHURST,MA,01866,9800,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7928786.502800001,5240308.267700002
4B,NORTHEAST (B),020,GREATER BOSTON,V22266,NUTTING LAKE,POST_OFF,612 MIDDLESEX TPKE,NUTTING LAKE,MA,01865,9800,MAIN_PO,P,OPEN,,"6/9/2020, 12:00 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7932942.0594,5241215.085000001
4B,NORTHEAST (B),020,GREATER BOSTON,V22409,SALEM,POST_OFF,2 MARGIN ST,SALEM,MA,01970,9998,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7892171.407199999,5239139.337700002
4B,NORTHEAST (B),020,GREATER BOSTON,V22340,READING,POST_OFF,123 HAVEN ST STE 2                                ,READING,MA,01867,2952,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7915337.549900001,5239724.6153
4B,NORTHEAST (B),020,GREATER BOSTON,V22518,SOUTH LYNNFIELD,POST_OFF,598 SALEM ST,LYNNFIELD,MA,01940,9992,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7904996.8597,5238444.603600003
4B,NORTHEAST (B),020,GREATER BOSTON,V22711,WALLIS STREET,POST_OFF,13 WALLIS ST,PEABODY,MA,01960,9992,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7895288.7982,5240069.757399999
4B,NORTHEAST (B),020,GREATER BOSTON,V22709,WAKEFIELD,POST_OFF,321 MAIN ST,WAKEFIELD,MA,01880,9998,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7911724.119200001,5236908.667599998
4B,NORTHEAST (B),020,GREATER BOSTON,V22778,WEST LYNN,POST_OFF,776 WESTERN AVE,LYNN,MA,01905,9997,STATION,S,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7900046.259299999,5230262.9728000015
4B,NORTHEAST (B),020,GREATER BOSTON,V22787,WEST PEABODY,POST_OFF,637 LOWELL ST STE 4,PEABODY,MA,01960,9991,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7903891.791099999,5243794.469400004
4B,NORTHEAST (B),020,GREATER BOSTON,V22844,WILMINGTON,POST_OFF,18 CHURCH ST,WILMINGTON,MA,01887,9998,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7922947.0163,5243397.816
4B,NORTHEAST (B),020,GREATER BOSTON,V22137,NAHANT,POST_OFF,332 NAHANT RD STE 2,NAHANT,MA,01908,9998,FIN_B,B,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7894148.1074,5224750.806900002
4B,NORTHEAST (B),020,GREATER BOSTON,V22417,SAUGUS,POST_OFF,437 LINCOLN AVE,SAUGUS,MA,01906,9998,BRANCH,B,OPEN,,"3/15/2018, 10:00 AM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7904566.1646,5228481.549400002
4B,NORTHEAST (B),020,GREATER BOSTON,V22633,SWAMPSCOTT,POST_OFF,49 ELMWOOD RD,SWAMPSCOTT,MA,01907,9998,BRANCH,B,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7894674.648600001,5231679.660599999
4B,NORTHEAST (B),020,GREATER BOSTON,007349,BEDFORD RETAIL UNIT,POST_OFF,168 GREAT RD STE 7,BEDFORD,MA,01730,9997,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7934183.382999999,5234727.738600001
4B,NORTHEAST (B),020,GREATER BOSTON,013017,EAST INDIA SQUARE MALL,POST_OFF,1 E INDIA SQUARE MALL STE 118,SALEM,MA,01970,3721,DBU,6,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7891805.388699999,5239558.6193
4B,NORTHEAST (B),020,GREATER BOSTON,017926,BEDFORD RETAIL UNIT NEW,POST_OFF,158 GREAT RD UNIT J                               ,BEDFORD,MA,01730,2735,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7934183.382999999,5234727.738600001
4B,NORTHEAST (B),020,GREATER BOSTON,V21471,BEDFORD,POST_OFF,168 GREAT RD STE 7,BEDFORD,MA,01730,9998,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2506,25,MA,06,Seth Moulton,Moulton,Democrat,-7934267.206599999,5234796.578500003
4B,NORTHEAST (B),020,GREATER BOSTON,V21409,ALLSTON,POST_OFF,47 HARVARD AVE,ALLSTON,MA,02134,9998,STATION,S,CLOSED,	POB & Mail @Brighton MA PO 02135,"12/13/2019, 5:15 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7918466.963400001,5214217.829499997
4B,NORTHEAST (B),020,GREATER BOSTON,V21434,ASTOR,POST_OFF,207 MASSACHUSETTS AVE,BOSTON,MA,02115,3043,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7913351.387499999,5212780.710699998
4B,NORTHEAST (B),020,GREATER BOSTON,000844,BRIGHTON,POST_OFF,424 WASHINGTON ST,BRIGHTON,MA,02135,9998,STATION,S,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7921074.399800001,5213380.6259
4B,NORTHEAST (B),020,GREATER BOSTON,V21585,CATHEDRAL,POST_OFF,59 W DEDHAM ST,BOSTON,MA,02118,9998,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7911814.510600001,5212401.0200999975
4B,NORTHEAST (B),020,GREATER BOSTON,V28249,CODMAN SQUARE,POST_OFF,554 WASHINGTON ST,DORCHESTER CENTER,MA,02124,9997,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7911652.429400001,5204855.3967999965
4B,NORTHEAST (B),020,GREATER BOSTON,V21599,CHARLESTOWN,POST_OFF,23 AUSTIN ST,CHARLESTOWN,MA,02129,9998,FIN_S,S,OPEN,,"3/15/2018, 10:00 AM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7910999.318,5217453.011
4B,NORTHEAST (B),020,GREATER BOSTON,V21706,EAST BOSTON,POST_OFF,50 MERIDIAN ST,BOSTON,MA,02128,9998,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7908063.377699999,5216757.7597
4B,NORTHEAST (B),020,GREATER BOSTON,V21711,EAST CAMBRIDGE,POST_OFF,303 CAMBRIDGE ST,CAMBRIDGE,MA,02141,9998,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7912697.0515,5216771.170000002
4B,NORTHEAST (B),020,GREATER BOSTON,V21668,DORCHESTER CENTER,POST_OFF,450 TALBOT AVE,DORCHESTER CENTER,MA,02124,9998,CARR_ANNX,4,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7911168.301000001,5204430.427599996
4B,NORTHEAST (B),020,GREATER BOSTON,V21666,FIELDS CORNER,POST_OFF,218 ADAMS ST,DORCHESTER,MA,02122,9998,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7910314.9257,5206231.410400003
4B,NORTHEAST (B),020,GREATER BOSTON,V27668,FENWAY CARRIER ANNEX,POST_OFF,1313 BOYLSTON ST,BOSTON,MA,02215,9997,CARR_ANNX,4,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7914668.853700001,5212743.057300001
4B,NORTHEAST (B),020,GREATER BOSTON,001042,FIELDS CORNER CARRIER ANNEX,POST_OFF,18 CLAYTON ST,DORCHESTER,MA,02122,9997,CARR_ANNX,4,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7909909.2775,5206598.963100001
4B,NORTHEAST (B),020,GREATER BOSTON,V21853,GROVE HALL,POST_OFF,647 WARREN ST,DORCHESTER,MA,02121,9998,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7912945.8506,5207509.025899999
4B,NORTHEAST (B),020,GREATER BOSTON,V27534,HYDE PARK CARRIER ANNEX,POST_OFF,1575 HYDE PARK AVE,HYDE PARK,MA,02136,9998,CARR_ANNX,4,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7918125.2125,5197838.922499999
4B,NORTHEAST (B),020,GREATER BOSTON,V21923,HYDE PARK,POST_OFF,1269 HYDE PARK AVE,HYDE PARK,MA,02136,2776,FIN_S,S,OPEN,,"3/15/2018, 10:00 AM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7917541.4531,5199322.055399999
4B,NORTHEAST (B),020,GREATER BOSTON,V21946,KENDALL SQUARE,POST_OFF,250 MAIN ST,CAMBRIDGE,MA,02142,9998,FIN_S,S,CLOSED,"New location @91 First Street, Cambridge MA 02141","3/11/2021, 3:15 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7913134.871099999,5215377.956200004
4B,NORTHEAST (B),020,GREATER BOSTON,V21948,KENMORE,POST_OFF,11 DEERFIELD ST,BOSTON,MA,02215,9998,STATION,S,CLOSED,"Drop Ship @GMF 02205, Mail PU @Astor 02115","6/14/2019, 4:30 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7914482.3935,5213486.364399999
4B,NORTHEAST (B),020,GREATER BOSTON,V22002,M I T,POST_OFF,84 MASSACHUSETTS AVE,CAMBRIDGE,MA,02139,9992,STATION,S,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7914229.6983,5214919.372100003
4B,NORTHEAST (B),020,GREATER BOSTON,V22039,MATTAPAN,POST_OFF,1602 BLUE HILL AVE,MATTAPAN,MA,02126,9998,STATION,S,OPEN,,"2/14/2021, 4:30 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7914058.4889,5201362.607000001
4B,NORTHEAST (B),020,GREATER BOSTON,V22370,MISSION HILL,POST_OFF,1575 TREMONT ST LBBY,ROXBURY CROSSING,MA,02120,9998,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7915006.2631,5211064.919100001
4B,NORTHEAST (B),020,GREATER BOSTON,V22332,PRUDENTIAL CENTER,POST_OFF,800 BOYLSTON ST LBBY,BOSTON,MA,02199,9998,STATION,S,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7912864.81,5213307.875
4B,NORTHEAST (B),020,GREATER BOSTON,V22364,ROSLINDALE,POST_OFF,16 CUMMINS HWY,ROSLINDALE,MA,02131,9998,STATION,S,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7917866.84,5203967.858900003
4B,NORTHEAST (B),020,GREATER BOSTON,V22368,ROXBURY,POST_OFF,55 ROXBURY ST,ROXBURY,MA,02119,9998,STATION,S,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7913263.111099999,5210575.674999997
4B,NORTHEAST (B),020,GREATER BOSTON,V22342,READVILLE,POST_OFF,201 NEPONSET VALLEY PKWY,HYDE PARK,MA,02136,2409,FIN_S,S,OPEN,,"3/15/2018, 10:15 AM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7918324.251800001,5196538.702500001
4B,NORTHEAST (B),020,GREATER BOSTON,V22669,UPHAMS CORNER,POST_OFF,551 COLUMBIA RD,DORCHESTER,MA,02125,9998,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7911013.3442,5208454.102600001
4B,NORTHEAST (B),020,GREATER BOSTON,V21508,BOSTON,NON_FAC,25 DORCHESTER AVE,BOSTON,MA,02205,0002,PHANTOM_S,P,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7909826.455800001,5213396.441399999
4B,NORTHEAST (B),020,GREATER BOSTON,V21607,CHELSEA,POST_OFF,320 BROADWAY STE 1,CHELSEA,MA,02150,9991,FIN_B,B,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7907761.9245,5219822.281800002
4B,NORTHEAST (B),020,GREATER BOSTON,V21761,LAFAYETTE,POST_OFF,7 AVENUE DE LAFAYETTE,BOSTON,MA,02111,9998,FIN_S,S,OPEN,,"3/15/2018, 10:00 AM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7910488.5842,5214029.384400003
4B,NORTHEAST (B),020,GREATER BOSTON,V21763,EVERETT,POST_OFF,11 NORWOOD ST,EVERETT,MA,02149,9998,FIN_B,B,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7909933.8791,5222207.5239999965
4B,NORTHEAST (B),020,GREATER BOSTON,V21796,FORT POINT,POST_OFF,25 DORCHESTER AVE RM 1,BOSTON,MA,02205,9761,STATION,S,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7909826.455800001,5213396.441399999
4B,NORTHEAST (B),020,GREATER BOSTON,V22479,SOLDIERS FIELD,POST_OFF,117 WESTERN AVE STE 1,BOSTON,MA,02163,9998,FND_S,S,OPEN,,"3/15/2018, 10:00 AM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7917293.322000001,5215849.5195999965
4B,NORTHEAST (B),020,GREATER BOSTON,V22794,WEST SOMERVILLE,POST_OFF,58 DAY ST STE 100,SOMERVILLE,MA,02144,9998,FIN_B,B,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7917367.7947,5220461.834899999
4B,NORTHEAST (B),020,GREATER BOSTON,V22851,WINTER HILL,POST_OFF,320 BROADWAY,SOMERVILLE,MA,02145,9998,FIN_B,B,OPEN,,"3/15/2018, 10:00 AM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7914099.7884,5219952.359399997
4B,NORTHEAST (B),020,GREATER BOSTON,014546,CHELSEA CARRIER ANNEX,POST_OFF,307 BEACHAM ST,CHELSEA,MA,02150,9998,CARR_ANNX,4,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7909348.5613,5220264.5229
4B,NORTHEAST (B),020,GREATER BOSTON,012377,BACK BAY,POST_OFF,133 CLARENDON ST,BOSTON,MA,02116,9998,STATION,S,OPEN,,"3/15/2018, 10:00 AM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7911933.5111,5213355.773000002
4B,NORTHEAST (B),020,GREATER BOSTON,016397,UNION SQUARE,POST_OFF,18 BOW ST,SOMERVILLE,MA,02143,2956,BRANCH,B,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7914515.232799999,5218185.686899997
4B,NORTHEAST (B),020,GREATER BOSTON,001816,CHELSEA PHANTOM,NON_FAC,320 BROADWAY STE 1,CHELSEA,MA,02150,9991,PHANTOM_S,P,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7907765.152799999,5219823.638300002
4B,NORTHEAST (B),020,GREATER BOSTON,001733,EVERETT PHANTOM,NON_FAC,11 NORWOOD ST,EVERETT,MA,02149,9998,PHANTOM_S,P,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7909928.2018,5222185.512400001
4B,NORTHEAST (B),020,GREATER BOSTON,001813,SOMERVILLE PHANTOM,NON_FAC,18 BOW ST,SOMERVILLE,MA,02143,2956,PHANTOM_S,P,OPEN,,"9/8/2017, 9:57 PM",2507,25,MA,07,Michael E. Capuano,Capuano,Democrat,-7914488.850099999,5218186.892499998
4B,NORTHEAST (B),020,GREATER BOSTON,V21407,ALLERTON,POST_OFF,797 NANTASKET AVE,HULL,MA,02045,9991,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7890709.336999999,5206201.157899998
4B,NORTHEAST (B),020,GREATER BOSTON,V21629,COHASSET,POST_OFF,100 RIPLEY RD,COHASSET,MA,02025,9998,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7881893.056,5197219.239500001
4B,NORTHEAST (B),020,GREATER BOSTON,V21597,CHARLES STREET,POST_OFF,136 CHARLES ST,BOSTON,MA,02114,9991,FIN_S,S,OPEN,,"3/15/2018, 10:00 AM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7911579.4038,5215011.569200002
4B,NORTHEAST (B),020,GREATER BOSTON,V21714,EAST DEDHAM,POST_OFF,280 BUSSEY ST,DEDHAM,MA,02027,9991,FIN_S,S,CLOSED,"No lease. Moved to Dedham Main Ofc, MA 02026","2/6/2020, 9:45 AM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7920824.710200001,5198292.4701000005
4B,NORTHEAST (B),020,GREATER BOSTON,V21656,DEDHAM,POST_OFF,611 HIGH ST,DEDHAM,MA,02026,9998,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7923087.724099999,5198326.005800001
4B,NORTHEAST (B),020,GREATER BOSTON,V21862,HANOVER STREET,POST_OFF,217 HANOVER ST,BOSTON,MA,02113,9998,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7909851.057399999,5215476.937399998
4B,NORTHEAST (B),020,GREATER BOSTON,V21915,HULL,POST_OFF,515 NANTASKET AVE,HULL,MA,02045,9998,MAIN_PO,P,OPEN,,"3/15/2018, 10:00 AM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7889632.6549,5203386.8961
4B,NORTHEAST (B),020,GREATER BOSTON,V21892,HINGHAM,POST_OFF,121 NORTH ST,HINGHAM,MA,02043,9998,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7891357.7731,5197447.950599998
4B,NORTHEAST (B),020,GREATER BOSTON,V21934,ISLINGTON,POST_OFF,307 WASHINGTON ST,WESTWOOD,MA,02090,9991,FIN_S,S,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7924683.155099999,5193769.693899997
4B,NORTHEAST (B),020,GREATER BOSTON,V21937,JAMAICA PLAIN,POST_OFF,655 CENTRE ST,JAMAICA PLAIN,MA,02130,9998,STATION,S,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7916435.048699999,5208005.3374999985
4B,NORTHEAST (B),020,GREATER BOSTON,V21939,JOHN FITZGERALD KENNEDY,POST_OFF,25 NEW CHARDON ST LBBY,BOSTON,MA,02114,9998,STATION,S,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7910582.2038,5215376.9016999975
4B,NORTHEAST (B),020,GREATER BOSTON,001043,NORTH QUINCY CARRIER ANNEX,POST_OFF,617 HANCOCK ST,QUINCY,MA,02170,9997,CARR_ANNX,4,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7905743.479499999,5201347.563699998
4B,NORTHEAST (B),020,GREATER BOSTON,V22265,NORWOOD,POST_OFF,1 CENTRAL ST,NORWOOD,MA,02062,9998,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7926126.1896,5189543.999300003
4B,NORTHEAST (B),020,GREATER BOSTON,V22494,SOUTH BOSTON,POST_OFF,444 E 3RD ST,BOSTON,MA,02127,9998,STATION,S,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7908389.0986,5211546.207000002
4B,NORTHEAST (B),020,GREATER BOSTON,V22607,STATE HOUSE,POST_OFF,24 BEACON ST RM 2,BOSTON,MA,02133,9998,STATION,S,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7910779.2393,5214800.6620000005
4B,NORTHEAST (B),020,GREATER BOSTON,V22422,SCITUATE,POST_OFF,108 FIRST PARISH RD,SCITUATE,MA,02066,9998,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7874298.1724,5189868.084399998
4B,NORTHEAST (B),020,GREATER BOSTON,V22791,WEST ROXBURY,POST_OFF,1834 CENTRE ST,WEST ROXBURY,MA,02132,1901,STATION,S,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7920797.9935,5203958.8303999975
4B,NORTHEAST (B),020,GREATER BOSTON,V22821,WESTWOOD,POST_OFF,697 HIGH ST,WESTWOOD,MA,02090,9998,MAIN_PO,P,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7928536.367900001,5194704.683300003
4B,NORTHEAST (B),020,GREATER BOSTON,V21392,ACCORD,POST_OFF,28 WHITING ST,HINGHAM,MA,02043,9991,BRANCH,B,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7891199.2541,5187232.752800003
4B,NORTHEAST (B),020,GREATER BOSTON,V21538,BRAINTREE,POST_OFF,125 PEARL ST,BRAINTREE,MA,02184,6525,FIN_B,B,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7903891.9025,5191200.600900002
4B,NORTHEAST (B),020,GREATER BOSTON,V21747,EAST WEYMOUTH,POST_OFF,1377 COMMERCIAL ST,EAST WEYMOUTH,MA,02189,9998,BRANCH,B,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7895284.234099999,5193258.344800003
4B,NORTHEAST (B),020,GREATER BOSTON,V22074,MILTON,POST_OFF,499 ADAMS ST,MILTON,MA,02186,9998,BRANCH,B,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7908398.560699999,5199757.474600002
4B,NORTHEAST (B),020,GREATER BOSTON,V22076,MILTON VILLAGE,POST_OFF,50 ADAMS ST,MILTON,MA,02186,3412,FIN_B,B,OPEN,,"9/8/2017, 9:57 PM",2508,25,MA,08,Stephen F. Lynch,Lynch,Democrat,-7911202.364700001,5201512.138300002
